Log HR Apixaban Stroke,Log HR Apixaban MI,Log HR Apixaban Bleed,Log HR Apixaban ICH,Log HR Apixaban Death,Log HR Apixaban SE,Log HR Apixaban TIA,Log HR Dabigatran Stroke,Log HR Dabigatran MI,Log HR Dabigatran Bleed,Log HR Dabigatran ICH,Log HR Dabigatran Death,Log HR Dabigatran SE,Log HR Dabigatran TIA,Log HR Edoxaban Stroke,Log HR Edoxaban MI,Log HR Edoxaban Bleed,Log HR Edoxaban ICH,Log HR Edoxaban Death,Log HR Edoxaban SE,Log HR Edoxaban TIA
-0.1902,0.1091,-0.04038,-0.9279,-0.08761,-0.527,-1.314,-0.3525,0.2113,0.005109,-1.261,-0.06686,-0.5183,0.5866,-0.1513,-0.05165,-0.204,-0.5526,-0.1046,-0.7308,-0.6018
-0.2263,0.1388,-0.04038,-0.9279,-0.08761,-0.527,0.381,-0.3525,0.2113,0.005109,-1.082,-0.2108,-0.5133,-2.865,-0.1513,-0.05165,-0.1181,-0.6819,-0.1046,-0.7308,2.077
-0.1008,-0.2198,-0.04038,-0.9183,-0.08884,-0.527,0.381,-0.4696,0.2113,0.005109,-1.082,-0.1127,-0.4126,0.02957,-0.1513,-0.1143,-0.1181,-0.7407,-0.04613,-0.7308,0.2433
-0.1008,-0.2198,0.02426,-0.9183,-0.08884,-0.527,0.381,-0.4696,0.2113,0.005109,-1.058,-0.1127,-0.4126,3.128,-0.1513,-0.1143,-0.1181,-0.7407,-0.04613,-0.7308,2.135
-0.1008,-0.09287,0.02426,-0.9183,-0.08884,-0.527,0.381,-0.4696,0.2113,0.005109,-1.058,-0.1127,-0.5359,0.5456,-0.1346,-0.1143,-0.1181,-0.7407,-0.02475,-0.9015,-0.4558
-0.1568,-0.09287,0.003411,-0.9183,-0.08884,-0.5353,0.381,-0.3436,0.2113,0.005109,-1.058,-0.1127,-0.5359,2.117,-0.1346,-0.1143,-0.1181,-0.6708,-0.04333,-0.2572,3.822
-0.1568,-0.09287,0.003411,-0.9183,-0.08884,-0.6295,0.381,-0.5598,0.2113,0.005109,-1.058,-0.1127,-0.5359,3.125,-0.1346,-0.1143,-0.1181,-0.7023,-0.04333,-0.2572,0.05183
-0.1345,-0.09287,-0.09344,-0.88,-0.08884,-0.6295,0.5617,-0.5598,0.2113,0.005109,-1.058,-0.1127,-0.5359,2.729,-0.133,-0.1133,-0.1181,-0.7023,-0.08267,-0.4611,0.3867
-0.1345,-0.09287,-0.09344,-0.88,0.02783,-0.6295,-1.033,-0.4672,0.2113,0.005109,-1.058,-0.04403,-0.5359,-1.339,-0.133,-0.1133,-0.1181,-0.617,-0.08267,-0.4611,1.617
-0.1415,-0.2338,-0.1668,-0.88,0.02783,-0.6295,-0.3774,-0.4672,0.2068,0.005109,-1.058,-0.04403,-0.5359,-2.278,-0.2729,-0.1625,-0.1181,-0.7832,-0.08267,-0.4611,0.7967
-0.1415,-0.1107,-0.1668,-0.88,0.02783,-0.6295,-0.3774,-0.6511,0.3986,0.005109,-1.058,-0.05344,-0.5359,-0.3966,-0.2729,-0.1625,-0.1181,-0.7832,-0.09774,-0.4611,-1.154
-0.1199,-0.06526,-0.1668,-0.894,0.02783,-0.6295,-0.3774,-0.6511,0.3986,0.005109,-1.058,-0.1588,-0.2887,2.202,-0.2102,-0.03705,-0.1181,-0.7832,-0.09774,-0.3543,0.1187
-0.07853,-0.0774,-0.165,-0.894,0.02783,-0.6295,-0.3774,-0.6511,0.3986,0.005109,-1.058,-0.07808,-0.4169,-1.597,-0.2102,-0.0635,-0.1181,-0.7832,-0.07049,-0.3543,-0.9383
-0.07853,-0.3293,-0.165,-0.894,0.02783,-0.6295,-1.35,-0.6511,0.3482,0.005109,-1.122,-0.1928,-0.4169,0.9387,-0.2102,-0.1134,-0.1181,-0.6141,-0.07049,-0.3543,1.302
-0.2289,-0.3815,-0.2005,-0.914,0.02783,-0.6295,1.719,-0.296,0.3482,0.005109,-1.408,-0.1928,-0.4169,1.007,-0.2102,-0.1139,-0.1181,-0.6141,-0.07049,-0.3543,-1.904
-0.2512,-0.2421,-0.2005,-1.083,0.02783,-0.5573,2.347,-0.296,0.3482,0.005109,-1.408,-0.1928,-0.4169,-3.8,-0.1976,-0.1617,-0.1181,-0.6674,-0.07049,-0.3543,0.1136
-0.2143,-0.2421,-0.1973,-1.091,0.007159,-0.5573,1.883,-0.4608,0.2011,0.005109,-1.408,-0.2144,-0.4169,2.58,-0.09705,0.01511,-0.1181,-0.6674,-0.07049,-0.4736,0.4263
-0.2264,-0.2421,-0.1973,-0.7844,-0.02258,-0.3992,-3.762,-0.4608,0.2603,0.005109,-1.408,-0.2144,-0.2913,-2.658,-0.09754,0.05233,-0.1035,-0.6674,-0.07049,-0.4736,1.418
-0.1569,-0.2421,-0.1973,-0.7844,-0.06855,-0.3992,-1.528,-0.4608,0.2603,0.005109,-1.281,-0.2144,-0.3458,-1.222,-0.09754,0.05233,-0.1012,-0.6674,-0.07049,-0.4736,-2.206
-0.1693,-0.2421,-0.201,-0.7844,-0.06855,-0.3992,-1.528,-0.4608,0.2603,0.005109,-1.281,-0.1379,-0.3693,4.324,-0.09754,0.05233,-0.1112,-0.6674,-0.1162,-0.4736,-0.5931
-0.1693,0.03068,-0.201,-0.7844,-0.06855,-0.6399,-1.528,-0.4608,0.2603,0.005109,-1.281,-0.1379,-0.3693,1.278,-0.09754,0.05233,-0.111,-0.6674,-0.1162,-0.4736,0.8658
-0.1693,0.03068,-0.201,-0.9242,-0.06855,-0.5175,-1.528,-0.4608,0.1148,0.005109,-1.281,-0.1379,-0.2913,0.5951,-0.1205,0.05233,-0.1223,-0.6674,-0.0425,-0.6737,-1.666
-0.1693,-0.03671,-0.201,-0.9242,-0.06855,-0.5175,-1.528,-0.4366,0.2107,0.1194,-1.281,-0.1379,-0.2913,-0.7036,-0.1205,0.0404,-0.1223,-0.6674,-0.0425,-0.6737,1.617
-0.1693,-0.03671,-0.201,-0.9242,-0.06855,-0.5495,-1.528,-0.4366,0.2107,0.08224,-1.281,-0.1379,-0.4809,0.8492,-0.1205,0.0404,-0.132,-0.6674,-0.0425,-0.6737,-2.303
-0.3028,-0.03671,-0.201,-0.9242,-0.06855,-0.5495,-1.528,-0.4366,0.2107,0.08224,-1.311,-0.08346,-0.4809,-2.515,0.1188,0.0404,-0.132,-0.5611,-0.0425,-0.6737,2.541
-0.3028,-0.03671,-0.201,-0.9242,-0.09228,-0.5116,-1.528,-0.4366,0.2107,0.1154,-1.311,-0.08346,-0.4809,0.8932,-0.06358,0.0404,-0.132,-0.5611,-0.04232,-0.4072,0.8124
-0.06874,-0.03671,-0.3216,-0.8251,-0.09228,-0.5116,-1.528,-0.4366,0.2107,0.1154,-1.311,-0.08346,-0.4809,-2.632,-0.06358,0.0404,-0.1239,-0.5611,-0.04232,-0.4072,1.93
-0.06874,-0.03671,-0.3216,-0.8251,-0.09228,-0.5116,-1.528,-0.4366,0.2107,0.1154,-1.297,-0.08346,-0.4809,0.5352,-0.06358,0.0404,-0.1239,-0.5611,-0.04232,-0.27,1.364
-0.06874,-0.03671,-0.3216,-0.8251,-0.09228,-0.5116,-1.528,-0.4366,0.2107,0.137,-1.297,-0.08346,-0.4809,0.2038,-0.06358,-0.1779,-0.1239,-0.5611,-0.05902,-0.6583,0.6594
0.06262,-0.2662,-0.2932,-0.8251,-0.09228,-0.5116,-1.528,-0.3606,0.2107,0.137,-1.038,-0.09004,-0.4809,-0.7649,-0.06358,-0.1779,-0.1239,-0.5611,-0.05902,-0.6583,1.053
0.06262,-0.2662,-0.2353,-0.8251,-0.09228,-0.4986,-1.528,-0.1338,0.2107,0.1536,-1.038,-0.09004,-0.4809,0.09515,-0.02502,-0.1779,-0.1239,-0.669,-0.05902,-0.6583,0.5643
0.01632,0.01293,-0.2353,-0.8251,-0.09228,-0.5608,0.8557,-0.1911,0.2107,0.1536,-1.038,-0.09004,-0.4809,-0.09093,-0.02502,-0.1779,-0.1239,-0.669,-0.05902,-0.6583,-0.4546
0.09554,0.01293,-0.2458,-0.8251,-0.09228,-0.4617,0.8557,-0.1911,0.2107,0.1536,-1.038,-0.09004,-0.4855,1.385,-0.02502,-0.1332,-0.1239,-0.669,-0.05902,-0.6583,-0.3167
0.09554,0.01293,-0.2246,-0.8251,-0.09228,-0.4981,0.8557,-0.1911,0.3644,0.1536,-1.038,-0.09004,-0.4855,-1.088,-0.02502,-0.1332,-0.1239,-0.669,-0.05902,-0.8328,1.186
0.09554,0.01293,-0.1462,-0.645,-0.1292,-0.3777,0.8557,-0.1911,0.123,0.1536,-1.194,-0.09004,-0.4855,0.2583,-0.02502,-0.1332,-0.1239,-0.669,0.009203,0.05149,1.869
0.09554,0.01293,-0.1462,-0.645,-0.02937,-0.3777,0.8557,-0.1911,0.123,0.1883,-1.207,-0.09004,-0.4688,0.0792,-0.05454,-0.1703,-0.1239,-0.669,0.009203,0.05149,-0.6673
0.09554,0.05995,-0.1462,-0.645,-0.05523,-0.5199,0.8557,-0.1911,0.334,0.1883,-1.083,-0.2025,-0.4688,1.419,-0.05454,-0.1703,-0.1239,-0.669,0.009203,0.001723,-2.082
0.1729,0.05995,-0.1462,-0.6809,-0.05523,-0.5199,0.8557,-0.1911,0.4013,0.1883,-1.083,-0.06844,-0.465,2.987,-0.05454,-0.1703,-0.1239,-0.669,-0.001494,0.001723,1.18
0.1766,0.03385,-0.1462,-0.6809,-0.05523,-0.5199,-1.519,-0.1911,0.4013,0.1883,-1.219,-0.06844,-0.465,0.7579,-0.05454,-0.1703,-0.1239,-0.669,-0.1268,0.001723,1.424
0.1766,0.03385,-0.1462,-0.6809,-0.1119,-0.2122,-1.519,-0.1911,0.2391,0.1883,-1.363,-0.1245,-0.465,1.485,-0.03725,-0.1703,-0.1239,-0.5895,-0.1268,0.001723,1.962
0.1766,0.03385,-0.1462,-0.6809,-0.1119,-0.2784,-1.519,-0.1911,0.2391,0.0199,-1.363,-0.1245,-0.4913,0.479,-0.03725,-0.1703,-0.1239,-0.5895,-0.1268,0.001723,0.09647
0.1766,0.03385,-0.1462,-0.7052,-0.1297,-0.2784,-1.519,-0.07426,0.2391,0.0199,-1.363,-0.02379,-0.4913,-2.624,0.07955,-0.1703,-0.1239,-0.5405,-0.1268,-0.5237,-1.031
0.1766,0.03385,-0.1655,-0.7052,-0.1647,-0.2784,0.9367,-0.07426,0.2149,0.0199,-1.363,-0.02379,-0.4913,2.932,0.07955,-0.1703,-0.1239,-0.6277,-0.1268,-0.5237,-1.783
0.1449,-0.1336,-0.1655,-0.7771,-0.1647,-0.2784,0.7267,-0.276,0.2125,0.0199,-1.156,-0.05046,-0.4913,0.0002176,0.07955,-0.1703,-0.1261,-0.6277,-0.1268,-0.5237,-0.4968
0.1363,-0.1336,-0.1279,-0.7771,-0.1805,-0.04754,0.7267,-0.1149,0.2125,0.0199,-1.156,-0.05046,-0.4913,0.6536,0.07955,0.05218,-0.1261,-0.6277,-0.1268,-0.5237,0.8019
0.08876,-0.1336,-0.1643,-0.7771,-0.1805,-0.04754,-1.877,-0.1149,0.2125,0.05482,-1.081,-0.05046,-0.5806,0.4071,0.07955,0.05218,-0.1261,-0.6277,-0.116,-0.5237,-0.1662
0.08876,-0.1336,-0.1643,-0.7771,-0.1805,-0.04754,-1.462,-0.1149,0.2125,0.006314,-1.047,-0.05046,-0.5738,0.4381,0.07955,0.05218,-0.1261,-0.6277,-0.116,-0.143,0.2675
0.08876,-0.1336,-0.1643,-0.7771,-0.1805,-0.04754,-1.462,-0.1845,0.2125,0.006314,-1.107,-0.04039,-0.5738,-0.9767,0.07955,0.05218,-0.131,-0.6277,-0.05528,-0.1272,1.119
-0.01548,-0.1336,-0.1643,-0.7771,-0.1805,-0.04754,-2.311,-0.1845,0.2807,0.153,-1.05,-0.04039,-0.5738,-0.3139,0.07955,0.04949,-0.131,-0.6277,-0.05528,-0.1272,-0.4304
-0.01548,-0.1336,-0.1643,-0.7771,-0.1805,-0.04754,-2.311,-0.1845,0.2486,0.153,-1.05,-0.1227,-0.4105,0.3435,0.0002524,-0.01719,-0.131,-0.6277,-0.05528,-0.1272,-0.7829
-0.01548,-0.1336,-0.1004,-0.7771,-0.1805,-0.04754,-2.311,-0.1845,0.2486,0.1303,-1.05,-0.1227,-0.4105,-1.794,0.0002524,-0.02739,-0.1096,-0.6277,-0.06684,-0.1581,-1.18
-0.1285,-0.2004,-0.1004,-0.7771,-0.1805,-0.04754,-2.751,-0.1845,0.2486,0.1303,-1.05,-0.1227,-0.4105,-2.764,0.0002524,-0.02739,-0.1096,-0.6277,-0.06684,-0.1581,2.44
-0.1285,-0.2379,-0.162,-0.7771,-0.1805,-0.04754,-2.373,-0.1845,0.2486,0.05637,-1.05,-0.1227,-0.4105,0.1816,0.0002524,-0.02739,-0.137,-0.7556,-0.06684,-0.1581,-0.02713
-0.1285,-0.2379,-0.162,-0.6817,-0.1805,-0.04754,-2.373,-0.1845,0.2486,0.05637,-1.037,-0.1227,-0.4105,-1.538,0.0002524,-0.04092,-0.1163,-0.7556,-0.06684,-0.1581,2.194
-0.1285,-0.2379,-0.162,-0.6817,-0.1805,-0.05148,-2.373,-0.1845,0.02747,0.1078,-1.037,-0.1227,-0.4105,0.6276,0.0002524,-0.04092,-0.1163,-0.7556,-0.06684,-0.1581,-1.047
-0.1285,-0.2379,-0.162,-0.6817,-0.1805,0.187,-0.4889,-0.1845,0.02747,0.1078,-1.037,-0.1227,-0.4105,0.4507,0.01471,0.01763,-0.1163,-0.6532,-0.06684,-0.1581,-2.088
-0.1106,-0.2379,-0.162,-0.7463,-0.1634,0.1485,-0.4889,-0.1845,0.02747,0.1078,-1.037,-0.1227,-0.4105,-0.1989,0.01471,0.06605,-0.1163,-0.6532,-0.06684,-0.1581,-1.392
-0.1106,-0.2379,-0.162,-0.7463,-0.143,0.1485,-2.175,-0.1845,0.02747,0.1078,-1.037,-0.1227,-0.4105,0.3327,-0.01739,0.06605,-0.1163,-0.547,-0.06684,-0.1581,-2.842
-0.1106,-0.1043,-0.162,-0.7463,-0.143,0.1485,-2.175,-0.1845,0.02747,0.06541,-1.008,-0.1227,-0.4465,-3.227,-0.01739,0.06605,-0.1005,-0.7235,-0.06684,-0.1581,0.5174
-0.1106,-0.1043,-0.2016,-0.7463,-0.1844,0.2734,-2.175,-0.1845,-0.1037,0.06541,-1.008,-0.1227,-0.4465,0.3343,-0.01739,-0.0442,-0.1005,-0.7235,-0.0544,-0.1581,1.748
-0.1106,-0.2153,-0.2016,-0.7463,-0.1844,0.2734,-2.175,-0.1845,-0.1037,0.06541,-1.008,-0.1227,-0.4465,2.666,-0.01739,-0.0442,-0.1005,-0.7235,-0.1078,-0.1581,-0.3915
-0.1106,-0.2153,-0.2016,-0.7463,-0.1844,0.2734,-0.6885,-0.111,0.02462,0.06541,-1.092,-0.1227,-0.4465,0.04635,-0.01739,-0.0442,-0.1005,-0.7235,-0.1078,-0.1581,0.4668
-0.1106,-0.2153,-0.2016,-0.7463,-0.1844,0.4329,-0.6885,-0.111,0.1198,0.06541,-1.092,-0.1227,-0.4465,-1.106,-0.01739,-0.0442,-0.1759,-0.6087,-0.1078,-0.1581,-0.4239
-0.1106,-0.2617,-0.2757,-0.7463,-0.1844,0.4329,-0.6885,-0.111,0.1198,0.07466,-1.092,-0.1227,-0.4465,1.266,-0.01739,-0.2904,-0.1759,-0.6087,0.02634,-0.1581,-0.7176
-0.1106,-0.2617,-0.2757,-0.7463,-0.1844,0.4329,-0.6885,-0.02678,0.1198,0.07466,-1.092,-0.1227,-0.4301,-0.5579,-0.01739,-0.3075,-0.1759,-0.6087,-0.1364,-0.1581,2.009
-0.1106,-0.09236,-0.2757,-0.7463,-0.1844,0.2506,-0.6885,-0.02678,-0.01512,0.07466,-1.092,-0.1227,-0.4301,0.8305,-0.01739,0.004283,-0.1759,-0.7875,-0.1364,-0.3128,0.3685
-0.1106,-0.1051,-0.2314,-0.7463,-0.1844,0.2506,-2.12,-0.09894,-0.01512,0.07466,-1.251,-0.1227,-0.4301,-2.271,-0.01739,0.004283,-0.1759,-0.7875,-0.1364,-0.3128,1.163
-0.1106,-0.1051,-0.2207,-0.7463,-0.1844,0.2506,-2.12,-0.09894,-0.01512,0.1954,-0.9565,-0.1227,-0.4301,-0.9195,-0.01739,0.004283,-0.1759,-0.6451,-0.1364,-0.6929,2.148
-0.1106,-0.1078,-0.05935,-0.9214,-0.1844,0.1899,-0.8089,-0.09894,-0.01512,0.1497,-0.9565,-0.1227,-0.4301,1.355,0.1995,-0.1598,-0.1759,-0.6162,-0.1364,-0.6929,-0.7357
-0.1106,-0.1078,-0.05183,-0.8264,-0.1844,0.1899,-1.947,-0.5096,-0.01512,0.1497,-0.9565,-0.1227,-0.4301,-1.657,0.1995,-0.07251,-0.1759,-0.511,-0.01068,-0.6929,0.8928
-0.1106,-0.1078,-0.05183,-0.8264,-0.1844,0.2187,0.3639,-0.5096,0.1007,0.05687,-0.9565,-0.1227,-0.4301,-0.4083,0.1995,-0.07251,-0.1759,-0.511,-0.01068,-0.6929,-1.788
-0.03344,-0.1078,-0.05183,-0.8264,-0.1844,0.00652,-0.4458,-0.4312,0.1954,0.05687,-0.9565,-0.08283,-0.5702,1.249,0.1995,-0.2015,-0.1759,-0.711,-0.115,-0.4271,1.747
-0.03344,-0.1078,-0.02763,-0.8264,-0.1667,0.00652,-0.4458,-0.3154,0.1954,0.05687,-1.038,-0.08787,-0.5702,-1.261,0.1123,-0.2866,-0.1759,-0.711,-0.115,-0.4271,1.84
-0.03344,-0.1078,-0.02763,-0.8264,-0.1667,-0.03574,-0.4458,-0.3154,0.1954,0.05687,-0.8448,-0.08787,-0.5702,1.387,0.08567,-0.2677,-0.1759,-0.711,-0.115,-0.4271,-0.2651
-0.03344,-0.1078,-0.02763,-0.69,-0.1667,-0.03574,-0.4458,-0.3154,0.1954,0.1166,-1.072,-0.07748,-0.3695,-0.5501,0.08567,-0.2677,-0.1759,-0.6898,-0.115,-0.4271,0.05964
-0.03344,-0.1078,-0.02763,-0.69,-0.1703,-0.1845,-0.4458,-0.3154,0.2275,0.1166,-1.069,-0.06183,-0.3695,1.842,0.03204,-0.1301,-0.1759,-0.6898,-0.03474,-0.4271,0.09674
-0.03344,-0.1078,-0.04862,-0.7578,-0.02389,-0.1845,-0.4458,-0.1386,0.2275,0.1166,-1.069,-0.06126,-0.4052,0.7803,0.03204,-0.1301,-0.1617,-0.7712,-0.03474,-0.4271,1.658
-0.03344,-0.1078,-0.04862,-0.8054,-0.02389,-0.1845,-0.4458,-0.3436,0.2033,0.1166,-1.069,-0.06126,-0.5135,-0.4831,0.03204,-0.1301,-0.1617,-0.7712,-0.03474,-0.1783,-0.5335
-0.03344,-0.1078,-0.04862,-0.7965,-0.02389,-0.006124,-0.4458,-0.3718,0.2996,0.02656,-1.069,-0.06126,-0.5135,0.992,0.03204,-0.1301,-0.1617,-0.7712,-0.03474,-0.1783,-1.488
-0.03344,-0.2307,-0.062,-0.7275,-0.09357,-0.006124,-0.4458,-0.3746,0.2996,0.08702,-1.069,-0.04063,-0.5135,0.03516,0.08179,-0.02643,-0.1878,-0.7629,-0.05349,-0.1783,-0.1455
-0.03344,-0.2307,-0.062,-0.7275,-0.09357,-0.006124,-0.4458,-0.376,0.2996,0.222,-1.069,-0.04063,-0.5758,0.1602,0.0911,-0.02643,-0.1878,-0.7629,-0.05349,-0.1783,2.45
-0.03344,-0.2307,-0.062,-0.7275,-0.09357,-0.01745,-1.17,-0.376,0.07949,0.222,-1.069,-0.04063,-0.5758,-0.477,0.0911,-0.02643,-0.1878,-0.7629,-0.05349,-0.1783,0.4423
-0.03344,-0.4044,-0.062,-0.7275,-0.09357,-0.01745,-1.17,-0.376,0.07949,0.222,-0.8149,-0.04063,-0.5758,-1.576,0.1619,-0.02643,-0.1184,-0.9735,-0.05349,-0.1783,-0.5646
-0.03185,-0.05652,-0.062,-0.7275,-0.07471,-0.01745,0.8716,-0.376,0.02177,0.222,-0.8149,-0.04063,-0.5758,4.186,0.1619,-0.02643,-0.1184,-0.9735,-0.05349,-0.1783,-1.351
-0.03185,-0.05652,-0.062,-0.7275,-0.07471,0.0949,0.8716,-0.376,0.06013,0.222,-0.8149,-0.04063,-0.5758,0.7741,0.1619,-0.02643,-0.1184,-0.9735,-0.05349,-0.2547,0.9854
-0.03185,-0.05652,-0.02111,-0.7275,-0.03896,0.04098,0.8716,-0.376,0.06013,0.222,-0.8149,-0.04063,-0.5026,-0.04407,-0.006768,-0.02643,-0.1184,-0.9735,-0.05349,-0.2547,-0.607
-0.03185,-0.05652,-0.1409,-0.8437,-0.03896,0.04098,0.8716,-0.2546,0.2647,0.222,-0.8149,-0.04063,-0.5026,-0.7843,-0.006768,-0.02643,-0.1073,-0.9735,-0.05349,-0.2547,1.826
-0.03185,-0.05652,-0.1409,-0.8437,-0.03896,0.04098,0.8716,-0.2546,0.2381,-0.03016,-0.8149,-0.04063,-0.5026,-2.942,-0.005087,-0.1598,-0.1073,-0.9735,-0.05349,-0.2547,-0.2948
-0.1576,-0.05652,-0.1409,-0.8075,-0.03896,0.04098,0.4125,-0.2546,0.01085,-0.03016,-0.8149,-0.04105,-0.5026,-1.204,-0.005087,-0.1598,-0.1257,-0.5332,-0.05349,-0.2547,-0.6485
-0.1576,-0.05652,-0.1409,-0.8882,-0.1555,-0.006033,-0.5599,-0.4533,0.01085,-0.03016,-0.8149,-0.04105,-0.5026,1.122,0.06192,-0.1598,-0.1257,-0.6295,-0.05349,-0.2547,0.9276
-0.1576,0.05238,-0.1409,-0.8882,-0.1509,-0.1582,-0.5599,-0.5499,0.117,-0.03016,-1.287,-0.1428,-0.5026,2.342,0.08457,-0.1598,-0.1257,-0.6295,-0.05349,-0.2547,1.089
-0.1576,0.05238,-0.1409,-0.8882,-0.1604,-0.1582,-2.565,-0.2662,0.117,-0.03016,-0.9961,-0.1428,-0.5267,1.621,0.08457,-0.1598,-0.1257,-0.6295,-0.06552,-0.2547,-0.4366
-0.1576,-0.1968,-0.1409,-0.8882,-0.1604,-0.1582,-2.565,-0.3816,-0.06604,-0.03016,-0.9961,-0.1428,-0.5267,2.051,0.0752,-0.1598,-0.1257,-0.6295,-0.06552,-0.1679,-2.027
-0.1576,-0.1454,-0.1409,-0.6036,-0.1604,-0.1582,-2.565,-0.1855,-0.06604,-0.03016,-0.9961,-0.1428,-0.5267,-0.3465,0.0752,-0.1598,-0.1257,-0.6295,-0.06552,-0.6017,2.013
-0.1576,-0.1454,-0.1409,-0.6036,-0.1604,-0.1582,-2.565,-0.1855,-0.06604,-0.03016,-0.9961,-0.1455,-0.3815,3.316,0.0752,-0.1598,-0.1257,-0.6295,-0.06552,-0.6017,3.657
-0.1184,-0.1311,-0.2346,-0.6036,-0.1604,-0.1582,-2.066,-0.1855,-0.06604,0.01138,-1.119,-0.1211,-0.4709,-0.3473,0.0752,-0.1598,-0.1257,-0.6295,-0.0565,-0.9131,0.1472
-0.1184,0.04889,-0.2346,-0.7898,-0.1604,-0.1582,-1.004,-0.1855,-0.06604,0.01138,-0.7335,-0.1211,-0.4709,-1.609,0.0752,-0.1598,-0.1257,-0.6295,-0.03363,-0.3512,0.1568
-0.1184,-0.0322,-0.2346,-0.7898,-0.1604,-0.1582,-1.004,-0.1855,-0.06604,0.01138,-0.7335,-0.1211,-0.4709,1.736,0.0752,-0.2679,-0.1716,-0.6295,-0.03363,-0.3512,-0.4232
-0.1184,-0.0322,-0.2346,-0.8333,-0.1893,-0.1957,-1.727,-0.1855,0.07388,0.01138,-0.7335,-0.1211,-0.5219,0.34,-0.01632,-0.03553,-0.1716,-0.6295,-0.03363,-0.3512,0.04587
-0.1184,-0.0322,-0.2346,-0.8333,-0.1893,-0.1957,-1.727,-0.1855,0.07388,0.01138,-1.13,-0.1211,-0.5219,-0.5771,-0.0592,-0.03553,-0.1716,-0.6295,-0.06121,-0.3512,-1.518
-0.1184,-0.04081,-0.2346,-0.6719,-0.1893,-0.169,-1.727,-0.2507,0.07724,0.01138,-1.153,-0.1211,-0.5219,2.436,-0.0592,-0.111,-0.1716,-0.6295,-0.06121,-0.5762,-1.228
-0.1184,-0.04081,-0.2346,-0.6719,-0.1893,-0.169,-1.727,-0.2507,0.07724,0.136,-1.153,-0.0755,-0.5219,-0.2322,-0.0592,-0.111,-0.1716,-0.6295,0.01015,-0.5762,2.661
-0.1184,-0.04081,-0.2346,-0.6719,-0.1893,-0.2744,-1.727,-0.2507,0.07724,0.136,-1.036,-0.0755,-0.5219,1.127,-0.0592,-0.1925,-0.1716,-0.6295,-0.02687,-0.8013,-0.8179
-0.1184,-0.04081,-0.2346,-0.6719,-0.1893,-0.2744,-1.727,-0.2507,0.07724,0.136,-1.036,-0.1026,-0.5219,-4.866,-0.0592,-0.1925,-0.1716,-0.6431,-0.02687,-0.8013,-0.9516
-0.1184,-0.04081,-0.1862,-0.6719,-0.1311,-0.2744,-1.727,-0.2507,0.07724,0.09165,-1.036,-0.1026,-0.5219,-0.8825,-0.0592,-0.1925,-0.1716,-0.6431,-0.02687,-0.8013,0.8117
-0.1184,-0.04081,-0.1862,-0.5714,-0.1311,-0.3582,-1.727,-0.3675,0.07724,0.09165,-1.348,-0.1026,-0.6817,0.4043,-0.0592,-0.1925,-0.1509,-0.6431,-0.08722,-0.8013,-1.302
-0.1845,-0.04081,-0.1636,-0.5714,-0.1311,-0.1606,-1.527,-0.3675,0.2081,0.09165,-1.348,-0.1235,-0.6817,2.153,-0.0592,-0.02008,-0.1509,-0.6431,-0.08722,-1.14,0.6989
-0.1845,-0.04081,-0.1442,-0.5708,-0.1311,-0.1624,-1.105,-0.3675,0.2157,0.09165,-0.6732,-0.1235,-0.6817,0.4655,-0.0335,-0.06401,-0.1509,-0.7265,-0.1151,-1.14,-2.944
-0.1845,0.003005,-0.1442,-0.5883,-0.1918,-0.1624,-0.4896,-0.3675,0.2157,0.09165,-0.9642,-0.1235,-0.6817,-3.029,-0.0335,-0.06401,-0.1925,-0.8849,-0.09075,-1.14,0.3087
-0.1845,-0.3097,-0.1756,-0.9239,-0.1918,-0.1624,-0.4896,-0.3675,0.2157,0.09165,-0.9642,-0.1235,-0.6817,-0.4475,-0.0335,-0.1559,-0.1081,-0.8849,-0.09075,-0.5384,-1.057
-0.1845,-0.3097,-0.1756,-0.6808,-0.1918,-0.1624,-0.4896,-0.3675,0.2157,0.09165,-0.9117,-0.1235,-0.6817,-0.3329,-0.0335,-0.1278,-0.1983,-0.901,-0.09075,-0.5384,0.1833
-0.1269,-0.3097,-0.1756,-0.6808,-0.1918,-0.3441,-0.4896,-0.3675,0.2157,0.09469,-0.9117,-0.1235,-0.2687,-0.001201,-0.0335,-0.1278,-0.1983,-0.901,-0.09075,-0.5384,-0.008831
-0.1269,-0.04439,-0.1756,-0.6808,-0.1918,-0.3441,-0.4896,-0.3675,0.04557,0.09469,-0.9117,-0.1235,-0.3778,0.8294,-0.0335,-0.1278,-0.1983,-0.901,-0.09075,-0.5384,1.229
-0.1269,-0.04439,-0.1756,-0.8994,-0.2146,-0.2799,-0.4896,-0.1887,0.2206,0.09469,-1.059,-0.1235,-0.3778,-0.009422,-0.05334,-0.1278,-0.1983,-0.901,-0.09075,-0.5384,-0.9786
-0.1269,-0.04439,-0.1756,-0.6319,-0.1546,-0.2799,-0.4896,-0.1887,0.2206,0.2082,-1.059,-0.1235,-0.371,-0.1897,-0.05334,-0.07756,-0.1575,-0.901,-0.09075,-0.5384,-0.08275
-0.1269,-0.04439,-0.177,-0.6319,-0.1424,-0.3637,-0.4896,-0.2786,0.2206,0.2082,-0.7494,-0.1567,-0.371,0.7681,0.08957,-0.07756,-0.1575,-0.901,-0.09075,-0.5384,-0.309
