Log HR Apixaban Stroke,Log HR Apixaban MI,Log HR Apixaban Bleed,Log HR Apixaban ICH,Log HR Apixaban Death,Log HR Apixaban SE,Log HR Apixaban TIA,Log HR Dabigatran Stroke,Log HR Dabigatran MI,Log HR Dabigatran Bleed,Log HR Dabigatran ICH,Log HR Dabigatran Death,Log HR Dabigatran SE,Log HR Dabigatran TIA,Log HR Edoxaban Stroke,Log HR Edoxaban MI,Log HR Edoxaban Bleed,Log HR Edoxaban ICH,Log HR Edoxaban Death,Log HR Edoxaban SE,Log HR Edoxaban TIA
-0.1869,-0.3185,-0.145,-0.8092,-0.09241,-0.8616,-0.9547,-0.1597,0.149,-0.003264,-1.232,-0.06849,-0.3152,-2.436,0.05515,0.01498,-0.1494,-0.6585,-0.04757,0.01741,-0.1702
-0.1869,-0.3185,-0.1295,-0.8092,-0.09241,-0.8616,-0.9547,-0.1597,0.205,-0.003264,-1.198,-0.06849,-0.3579,-1.934,0.05515,0.01498,-0.07752,-0.6585,-0.04757,-0.4767,0.8543
-0.1724,-0.3161,-0.1295,-0.8092,-0.1194,-0.8616,-0.8071,-0.5079,0.205,-0.003264,-1.198,-0.06849,-0.3579,1.665,-0.02419,0.01498,-0.07752,-0.6585,-0.04757,-0.1306,2.565
-0.1724,-0.3161,-0.1295,-0.8092,-0.1194,-0.8616,-0.8071,-0.2868,0.205,-0.003264,-1.198,-0.06849,-0.3579,-0.1062,0.05634,-0.0511,-0.07752,-0.6585,-0.04757,-0.2782,-0.9733
-0.1724,-0.3161,-0.2971,-0.8092,-0.06884,-0.6947,-0.8071,-0.2868,0.205,0.1611,-1.198,-0.1466,-0.4014,1.592,0.05634,-0.0511,-0.07752,-0.7127,-0.04757,-0.2782,-0.2722
-0.1724,-0.3458,-0.2285,-1.043,-0.04966,-0.6947,-0.8071,-0.05412,0.205,0.0662,-1.198,-0.1536,-0.4014,1.038,-0.01771,-0.0511,-0.07752,-0.7391,-0.04757,-0.2782,0.0427
-0.1724,-0.3458,-0.2285,-1.043,-0.2411,-0.6947,-0.8071,-0.1158,0.205,0.01013,-0.9453,-0.1536,-0.3795,0.9082,-0.05512,-0.01265,-0.07752,-0.7391,-0.1491,-0.2782,0.04915
-0.1724,-0.3458,-0.2285,-1.043,-0.2296,-0.8628,-0.01673,-0.1158,0.01166,0.008287,-1.021,-0.2035,-0.3795,1.942,-0.05512,-0.01265,-0.07752,-0.7391,-0.1491,-0.2782,-4.109
-0.1724,-0.146,-0.2285,-1.043,-0.2296,-0.8628,-0.3011,-0.2123,0.01166,0.008287,-1.021,-0.2035,-0.4995,1.165,-0.05512,-0.01265,-0.07752,-0.7391,-0.1491,-0.4595,0.08697
-0.1724,-0.146,-0.2285,-1.043,-0.1284,-0.6299,-0.3011,-0.2123,0.01166,0.008287,-1.021,-0.2323,-0.4995,-2.584,-0.05512,-0.01265,-0.07752,-0.7391,-0.1013,-0.4595,-0.771
-0.1724,-0.1795,-0.2285,-0.7629,-0.1284,-0.6299,-0.3011,-0.2123,0.01166,0.008287,-0.9639,-0.08792,-0.4995,1.131,-0.05512,-0.01265,-0.07752,-0.7391,-0.1013,-0.4595,-0.07992
-0.1724,-0.1795,-0.2407,-0.7629,-0.1284,-0.6299,0.4583,-0.2123,0.01166,0.008287,-0.9639,-0.08792,-0.4995,-1.917,-0.05512,-0.01265,-0.07752,-0.3438,-0.1013,-0.4595,0.2719
-0.1724,-0.00685,-0.2407,-0.7629,-0.1284,-0.6734,-1.478,-0.2123,0.05577,0.008287,-0.9639,-0.08792,-0.4995,3.329,-0.05512,-0.01265,-0.07752,-0.2438,-0.1013,-0.5869,-0.628
-0.1724,-0.00685,-0.2407,-0.7377,-0.1064,-0.6734,-1.478,-0.07041,0.05577,0.008287,-0.9639,-0.2231,-0.4995,0.01684,-0.0247,-0.01265,-0.0665,-0.2438,-0.1013,-0.5869,-0.3585
-0.1724,-0.00685,-0.2503,-0.7377,-0.1064,-0.7374,-1.478,-0.2392,0.05577,0.0611,-0.9639,-0.2555,-0.4995,-0.215,-0.0247,-0.01265,-0.0665,-0.2438,-0.067,-0.5869,1.112
-0.1724,-0.0127,-0.2503,-0.7893,-0.1064,-0.6541,-0.7839,-0.2392,0.04197,0.0611,-0.9639,-0.2555,-0.4995,-0.9144,0.02149,-0.01265,-0.1305,-0.4638,-0.07363,-0.5869,0.8585
-0.1724,-0.0127,-0.2503,-0.7893,-0.1064,-0.7632,-0.7839,-0.2187,0.04197,0.0611,-0.9812,-0.1892,-0.4995,0.4285,0.02149,-0.01265,-0.1305,-0.4638,-0.07363,-0.5869,0.6579
-0.1724,-0.0127,-0.2503,-0.7893,-0.1064,-0.7632,-1.101,-0.2187,0.09999,0.1515,-0.9812,-0.1892,-0.4995,0.09769,0.02149,-0.02477,-0.1305,-0.4638,-0.07363,-0.03274,-0.03301
-0.1724,-0.0127,-0.2503,-0.7893,-0.1064,-0.7632,-0.7502,-0.2187,0.09999,0.1515,-1.076,-0.1892,-0.4995,-1.789,-0.04099,-0.1856,-0.07769,-0.4638,-0.07363,-0.03274,0.2396
-0.1724,-0.0127,-0.2503,-0.7893,-0.1064,-0.8573,-0.7502,-0.2509,0.09999,0.1515,-0.5313,-0.1426,-0.4995,-0.956,-0.03602,-0.2672,-0.07769,-0.4638,-0.07363,-0.6594,2.46
-0.1724,0.01154,-0.2503,-0.7893,-0.1064,-0.6502,-0.7502,-0.2509,0.113,0.0301,-0.5313,-0.1426,-0.4995,3.455,-0.03602,-0.2672,-0.1654,-0.5607,-0.07363,-0.4672,2.168
-0.1724,0.01154,-0.2503,-0.7893,-0.09364,-0.6502,-0.7502,-0.2764,0.113,0.0706,-1.095,-0.1426,-0.421,1.379,-0.03602,-0.2672,-0.1654,-0.5607,-0.07363,-0.4672,-0.9714
-0.1724,0.01154,-0.2503,-0.7893,-0.09364,-0.7603,-0.7502,-0.2764,0.113,0.0706,-0.536,-0.2667,-0.421,0.8238,-0.03602,-0.2672,-0.0539,-0.5607,-0.1048,-0.4672,1.065
-0.1603,0.01154,-0.2503,-0.7893,-0.09364,-0.7603,-0.5394,-0.3518,0.03612,0.0706,-0.536,-0.2667,-0.421,0.9623,-0.03602,-0.2104,-0.1033,-0.5607,-0.1048,-0.4672,0.8077
-0.1603,0.01154,-0.2503,-0.7893,-0.09364,-0.7603,-0.2504,-0.3518,0.03612,0.0706,-0.536,-0.1032,-0.421,1.958,-0.002225,-0.2104,-0.1053,-0.734,-0.1048,-0.2467,-1.186
-0.1334,0.01154,-0.2503,-0.7893,-0.1892,-0.9705,-0.2504,-0.6025,0.03612,0.0706,-0.536,-0.1032,-0.421,2.997,-0.002225,-0.2104,-0.1053,-0.734,-0.1048,-0.2467,-0.4457
-0.1334,0.01154,-0.2503,-0.7893,-0.1197,-0.9705,-0.2504,-0.5273,-0.06908,0.0706,-0.8618,-0.1032,-0.421,0.8949,-0.002225,-0.2104,-0.1053,-0.734,-0.1048,-0.4613,0.6839
-0.1334,0.01154,-0.2503,-0.7893,-0.1197,-0.9705,-0.2504,-0.5273,-0.06908,0.0706,-0.8618,-0.1032,-0.421,-2.686,-0.002225,-0.2104,-0.1229,-0.734,-0.1048,-0.4613,-0.1549
-0.1334,0.01154,-0.3677,-0.7953,-0.1197,-0.9705,-0.2504,-0.4558,-0.06908,0.1995,-0.8618,-0.1032,-0.421,-1.674,-0.002225,-0.2104,-0.1229,-0.734,-0.06054,-0.4613,0.5449
-0.1334,0.01154,-0.3677,-0.8613,-0.1197,-0.9705,-0.2504,-0.4012,-0.06908,0.1822,-0.8618,-0.1032,-0.421,-0.6848,-0.002225,-0.2104,-0.1229,-0.734,-0.06054,-0.4613,-0.2003
0.03993,0.01154,-0.3677,-0.8613,-0.183,-1.023,-2.032,-0.4246,-0.06908,0.1822,-0.8618,-0.1032,-0.421,4.025,-0.002225,-0.2104,-0.1229,-0.734,-0.0574,-0.4613,1.324
0.03993,0.01154,-0.3677,-0.9218,-0.183,-0.9829,-1.402,-0.3294,-0.06908,0.1822,-0.8618,-0.1235,-0.421,2.744,-0.002225,-0.2104,-0.1229,-0.734,-0.0574,-1.032,1.331
0.03993,0.01154,-0.3677,-0.9218,-0.183,-0.9829,-1.627,-0.3294,-0.01787,0.1822,-0.9099,-0.1235,-0.4477,0.5682,-0.002225,-0.1796,-0.1229,-0.734,-0.0574,-1.032,-0.4281
0.03993,0.01154,-0.3677,-0.9218,-0.183,-0.9829,-1.627,-0.3294,0.06534,0.1822,-0.9582,-0.1235,-0.4477,-0.5953,-0.002225,-0.1796,-0.05241,-0.663,-0.0574,-0.8394,-1.585
0.03993,0.01154,-0.2379,-0.8868,-0.1074,-0.79,-1.627,-0.3294,0.06763,0.1822,-0.9582,-0.1235,-0.4477,-0.113,-0.002225,-0.1796,-0.05241,-0.663,-0.1603,-0.9667,-0.08811
0.03993,0.01154,-0.2379,-0.8868,-0.1074,-0.79,0.7435,-0.3294,0.06763,0.1822,-1.142,-0.08616,-0.4477,-0.9735,-0.002225,-0.1796,-0.05241,-0.663,-0.1603,-0.9667,-0.3284
0.03993,-0.09329,-0.2379,-0.8868,-0.1151,-0.79,0.7435,-0.3701,0.06763,0.1294,-1.142,-0.08616,-0.4477,-0.841,-0.07061,-0.1796,-0.09389,-0.663,-0.1603,-1.18,-1.298
-0.08743,-0.09329,-0.2379,-0.8868,-0.1151,-0.79,-3.742,-0.3701,0.06763,0.1294,-1.142,-0.08616,-0.4477,0.04916,-0.0455,-0.1796,-0.09389,-0.663,-0.1603,-1.18,-2.054
-0.08743,-0.1092,-0.2379,-0.9637,-0.1151,-0.7536,-3.742,-0.4192,0.06763,0.1294,-1.175,-0.08616,-0.4477,-1.942,-0.0455,-0.1796,-0.09389,-0.6052,-0.1603,-1.18,-1.093
-0.07013,-0.1092,-0.2379,-0.9317,-0.1151,-0.9466,-3.742,-0.4192,-0.1199,0.1294,-1.175,-0.08616,-0.4477,-0.4245,-0.0455,-0.1796,-0.09389,-0.6052,-0.1603,-1.18,-2.155
-0.07013,-0.1092,-0.2379,-0.9317,-0.1151,-0.8696,-3.742,-0.2925,-0.1662,0.1139,-1.175,-0.08616,-0.4025,0.7815,-0.0455,-0.1796,-0.09389,-0.6052,-0.1603,-1.18,1.721
-0.07013,-0.4281,-0.2379,-0.9516,-0.1151,-0.9591,0.9324,-0.132,-0.1662,0.03369,-1.121,-0.08616,-0.4025,1.343,-0.0455,-0.188,-0.09389,-0.609,-0.1603,-0.8136,2.126
-0.07013,-0.195,-0.2379,-0.9516,-0.1151,-0.9591,0.9324,-0.132,-0.02333,0.02406,-1.077,-0.08616,-0.4025,-1.028,-0.0455,-0.188,-0.09389,-0.609,-0.08512,-0.8136,-1.161
-0.2315,-0.195,-0.2379,-0.9516,-0.1151,-0.9591,-1.869,-0.132,-0.02333,0.02406,-1.077,-0.08616,-0.4179,0.63,-0.03501,-0.04378,-0.08509,-0.609,-0.08512,-0.4474,0.7525
-0.2315,-0.195,-0.2379,-0.9516,-0.1151,-0.9591,-2.175,-0.132,-0.02333,0.02406,-1.077,-0.1848,-0.4179,-0.6924,-0.03501,-0.04378,-0.08509,-0.6641,-0.08512,-0.9676,-1.998
-0.2315,-0.195,-0.1649,-0.9516,-0.1151,-0.9591,-2.175,-0.2996,-0.02333,0.02406,-0.9835,-0.1848,-0.4179,1.389,-0.003585,-0.04378,-0.08509,-0.8702,-0.04122,-0.9676,-0.7883
-0.2315,-0.1972,-0.1445,-0.9516,-0.1151,-0.8586,-2.175,-0.2996,-0.02333,0.02406,-0.9835,-0.1848,-0.4936,0.2977,-0.003585,-0.1185,-0.08509,-0.7917,-0.1499,-1.042,-3.762
-0.2315,-0.1972,-0.1445,-0.8228,-0.1151,-0.7358,-2.175,-0.2996,0.1044,0.09292,-0.9008,-0.1848,-0.4936,0.2515,-0.003585,-0.1011,-0.08509,-0.7917,-0.1499,-0.4464,1.683
-0.2315,-0.1972,-0.1445,-0.8236,-0.1128,-0.7358,-2.175,-0.2948,0.1044,0.03233,-0.9008,-0.1848,-0.4936,-0.3377,-0.003585,0.01874,-0.08509,-0.7917,-0.1025,-0.4464,-0.4377
-0.2315,-0.1972,-0.1445,-0.7318,-0.1128,-0.7358,-2.175,-0.2948,-0.1686,0.03233,-0.9008,-0.1848,-0.4936,-0.5412,0.03531,0.01874,-0.1242,-0.6654,-0.1025,-0.4464,-1.385
-0.2315,-0.1972,-0.1306,-0.7318,-0.1128,-0.7358,-2.175,-0.2948,-0.1686,0.03233,-0.9008,-0.2798,-0.4936,1.654,0.02191,0.01874,-0.1242,-0.6654,-0.1025,-0.4464,-0.8556
-0.2315,-0.2557,-0.1306,-0.6391,-0.1128,-0.7358,-0.7466,-0.2948,-0.1686,0.03233,-0.9008,-0.127,-0.4936,-1.835,0.02191,-0.02459,-0.14,-0.6654,-0.1025,-0.5393,2.398
-0.2315,-0.2557,-0.1341,-0.5707,-0.1753,-0.7549,-0.7466,-0.2523,-0.1686,0.03233,-0.9008,-0.127,-0.547,2.328,0.02191,-0.02459,-0.14,-0.6654,-0.1025,-0.3608,-0.8843
-0.2315,-0.2152,-0.1341,-0.5707,-0.1753,-0.7549,-0.7466,-0.2523,-0.1686,0.03209,-0.9008,-0.09846,-0.547,-0.9508,-0.1005,-0.02459,-0.14,-0.6654,-0.1025,-0.3608,1.293
-0.2315,-0.2152,-0.1341,-0.5707,-0.1753,-0.7549,-0.7466,-0.2523,-0.1686,0.03209,-1.055,-0.09846,-0.547,-2.503,0.04404,-0.02459,-0.1932,-0.7498,-0.1316,-0.3608,0.166
-0.3602,-0.2152,-0.2496,-0.6497,-0.1252,-0.7549,-0.7466,-0.2523,-0.2471,0.03209,-1.009,-0.09846,-0.5486,1.84,0.1582,-0.02459,-0.1932,-0.7498,-0.1316,-0.3608,-0.9893
-0.3602,-0.2868,-0.2566,-0.6497,-0.103,-0.7566,-0.7466,-0.2523,-0.2471,0.03209,-1.009,-0.09846,-0.5486,-0.222,0.1591,-0.02459,-0.1932,-0.7539,-0.1316,-0.3608,-1.847
-0.4406,-0.2868,-0.2566,-0.6497,-0.07156,-0.7566,-1.613,-0.2523,-0.3542,0.03209,-1.009,-0.1214,-0.6519,-4.299,0.1591,-0.02459,-0.1932,-0.7539,-0.1316,-0.3608,-2.34
-0.4406,-0.2584,-0.2205,-0.6497,-0.07156,-0.7566,-0.559,-0.2523,-0.2515,0.03209,-0.7195,-0.168,-0.6519,1.102,0.1591,-0.04099,-0.2096,-0.7539,-0.1316,-0.3608,-1.794
-0.4406,-0.2584,-0.1242,-0.6126,-0.07156,-0.7566,-0.559,-0.2523,-0.2515,0.03209,-0.7195,-0.168,-0.6519,0.677,0.1591,-0.04099,-0.2096,-0.6066,-0.1316,-0.3608,-0.9795
-0.4406,-0.2584,-0.1242,-0.6126,-0.07156,-0.7566,-0.8647,-0.2947,-0.2515,0.03209,-0.7195,-0.168,-0.6927,-0.1769,0.1591,-0.04099,-0.2096,-0.6066,-0.1316,-0.3608,-0.02209
-0.4406,-0.2584,-0.1424,-0.6126,-0.07156,-0.7566,-0.8647,-0.4834,-0.2515,0.03209,-0.8322,-0.188,-0.6927,-1.444,0.1591,-0.1866,-0.2096,-0.6066,-0.007537,-0.3608,-1.089
-0.5169,-0.1091,-0.1424,-0.6228,-0.07156,-0.7566,-0.8647,-0.2659,-0.2515,0.0136,-0.7942,-0.188,-0.6927,-1.581,0.1591,-0.1866,-0.2096,-0.6066,-0.007537,-1.083,2.232
-0.4153,-0.1091,-0.1424,-0.6228,-0.07156,-0.7566,1.865,-0.2659,0.118,0.145,-0.7942,-0.188,-0.6927,0.4235,0.09591,-0.1866,-0.1379,-0.6066,-0.007537,-1.083,0.8688
-0.4153,-0.136,-0.1424,-0.6749,-0.07156,-0.7566,1.865,-0.2659,0.118,-0.07266,-0.7942,-0.188,-0.6927,-2.585,0.1527,-0.1866,-0.1379,-0.6066,-0.007537,-1.083,1.31
-0.4022,-0.136,-0.1424,-0.708,-0.07156,-0.7895,-0.2321,-0.4801,0.118,-0.02313,-0.7942,-0.1079,-0.5058,-1.29,0.1527,-0.1361,-0.1379,-0.6066,-0.06715,-1.083,-0.6556
-0.4022,-0.2552,-0.1424,-0.5376,-0.07156,-0.7895,-1.148,-0.4213,0.118,-0.02313,-0.7942,-0.1079,-0.5058,1.971,0.1527,-0.1361,-0.1346,-0.6066,-0.06715,-1.083,1.924
-0.4022,-0.2552,-0.1424,-0.5376,-0.07156,-0.7895,-1.148,-0.4213,0.154,-0.02313,-0.7942,-0.1508,-0.5058,-2.095,0.1527,-0.1361,-0.1346,-0.6066,-0.06715,-1.083,-0.7664
-0.4022,-0.2552,-0.1093,-0.5376,-0.07156,-0.9262,-1.148,-0.4213,0.154,-0.02313,-0.7225,-0.1295,-0.5058,-2.124,0.1527,-0.1361,-0.1137,-0.6066,-0.06715,-1.083,0.2874
-0.4022,-0.2395,-0.1093,-0.5376,-0.07156,-0.8246,-2.197,-0.4213,0.108,0.09189,-0.7225,-0.1295,-0.5058,1.147,0.1527,-0.1361,-0.1476,-0.6066,-0.06715,-1.083,0.6823
-0.4022,-0.2395,-0.1093,-0.5376,-0.06054,-0.8246,-2.197,-0.4213,0.108,0.09189,-0.7225,-0.1295,-0.5058,2,0.1527,-0.1361,-0.1476,-0.6066,-0.06715,-1.077,1.622
-0.247,-0.1799,-0.1093,-0.4884,-0.06054,-0.8246,-2.197,-0.1887,0.108,0.09189,-0.7225,-0.1295,-0.6189,2.12,0.1527,-0.1361,-0.1066,-0.6066,-0.06715,-0.7182,-1.101
-0.26,-0.1799,-0.1093,-0.9718,-0.06054,-0.8246,-2.197,-0.3584,-0.09641,0.02959,-0.7225,-0.1535,-0.6189,2.784,0.1527,-0.02409,-0.1173,-0.6112,-0.09527,-0.7182,0.06389
-0.26,-0.1799,-0.1093,-0.9355,-0.06054,-0.8246,-2.197,-0.3584,-0.09641,0.1347,-0.7225,-0.1019,-0.4928,-1.926,0.1527,-0.02409,-0.07949,-0.6112,-0.06613,-0.7182,-0.05712
-0.3276,-0.3546,-0.1093,-0.9361,-0.1201,-0.834,-2.454,-0.3584,-0.09641,0.1347,-0.7225,-0.0738,-0.4928,-1.573,0.1527,-0.02409,-0.07949,-0.6061,-0.06613,-0.7182,2.654
-0.3276,-0.3546,-0.1093,-0.9361,-0.1201,-0.834,-2.454,-0.3584,0.03341,0.1347,-0.7225,-0.0738,-0.4928,-1.071,0.1944,-0.2431,-0.07949,-0.6861,-0.04968,-0.7182,-2.352
-0.3276,0.04517,-0.1622,-0.9361,-0.1201,-0.7636,-1.402,-0.3584,0.03341,0.1347,-0.7225,-0.0738,-0.4928,-0.1268,0.2338,-0.2431,-0.1026,-0.6861,-0.04968,-0.7182,1.334
-0.3276,0.04517,-0.1622,-0.8431,-0.1674,-0.7636,-2.533,-0.2514,0.03341,0.01878,-0.7225,-0.09557,-0.45,0.9331,0.2338,0.02684,-0.1026,-0.6861,-0.08303,-0.3232,-0.8361
-0.3276,0.06886,-0.1622,-0.8431,-0.1764,-0.7636,-2.696,-0.2514,0.03341,0.01878,-0.7225,-0.09557,-0.45,1.039,0.2338,0.02684,-0.1026,-0.782,-0.08303,-0.3232,-0.2503
-0.3276,0.06886,-0.2148,-0.8431,-0.1764,-0.7636,-2.696,-0.1259,-0.01901,0.01878,-0.7225,-0.09557,-0.45,0.6283,0.2338,0.02684,-0.1026,-0.782,-0.08303,-0.3232,1.932
-0.2701,0.06886,-0.1569,-0.6567,-0.1764,-0.7636,-2.696,-0.2632,-0.01901,0.01878,-0.7225,-0.09557,-0.45,-0.8117,0.2338,-0.09096,-0.1026,-0.782,-0.08303,-0.7166,-0.2924
-0.2462,0.06886,-0.2475,-0.6567,-0.1184,-0.7636,-2.696,-0.2632,-0.01901,0.01878,-0.7225,-0.09557,-0.45,-1.734,0.2338,-0.09096,-0.1035,-0.782,-0.06462,-0.6149,1.642
-0.2462,0.06886,-0.3057,-0.6567,-0.1787,-0.7636,-2.696,-0.2632,-0.01901,0.01878,-0.7225,-0.09557,-0.4984,0.5437,0.07119,-0.09096,-0.1035,-0.5638,-0.06462,-0.6149,1.675
-0.2462,0.1027,-0.3057,-0.6329,-0.1787,-0.7636,-3.675,-0.2634,-0.01901,0.01878,-0.7225,-0.09557,-0.4009,-1.444,0.07119,-0.1757,-0.1035,-0.8378,-0.06462,-0.6149,-1.488
-0.2462,0.1027,-0.2798,-0.6204,-0.1165,-0.7572,-2.962,-0.2634,-0.1088,0.02967,-0.7537,-0.09557,-0.6047,-1.251,0.07119,-0.1757,-0.1035,-0.5355,-0.06462,-0.6149,-1.741
-0.1516,0.04069,-0.2798,-0.7892,-0.1165,-0.7572,-1.402,-0.2634,-0.1355,0.02967,-0.7537,-0.09557,-0.6047,-0.4253,0.07119,-0.04264,-0.1035,-0.5355,-0.06462,-0.6149,-0.482
-0.1516,0.04069,-0.2798,-0.7892,-0.1165,-0.7572,-1.402,-0.2634,-0.05094,0.02967,-0.7537,-0.04761,-0.7639,-1.136,0.07119,-0.1728,-0.1094,-0.5355,-0.06462,-0.6149,-1.054
-0.1516,0.04069,-0.2798,-0.7892,-0.1165,-0.7572,-1.402,-0.2634,0.0207,0.02967,-0.7537,-0.04761,-0.6299,0.4706,0.1489,-0.1728,-0.1094,-0.6822,-0.06462,-0.6149,2.292
-0.1516,-0.0441,-0.258,-0.7164,-0.115,-0.7572,-0.3444,-0.2634,-0.07484,0.02967,-0.7537,-0.04761,-0.4645,0.2829,0.2166,-0.2236,-0.1094,-0.6481,-0.06462,-0.6149,-0.5571
-0.1516,-0.0441,-0.198,-0.7164,-0.115,-0.7572,-0.3444,-0.2634,-0.07484,0.04954,-0.7537,-0.04761,-0.5593,1.804,0.2166,-0.2236,-0.1094,-0.6481,-0.06462,-0.6149,-1.741
-0.1516,-0.0441,-0.198,-0.7164,-0.1072,-0.7572,-0.1909,-0.2634,-0.07484,0.04954,-0.7537,-0.04761,-0.5593,0.3358,0.2166,-0.2236,-0.1094,-0.7783,-0.06462,-0.6149,0.3292
-0.2231,-0.0441,-0.198,-0.7164,-0.1072,-0.7446,-0.1909,-0.2634,-0.15,0.04954,-0.9297,-0.1584,-0.5593,0.4262,0.2166,-0.2236,-0.1094,-0.686,-0.01629,-0.6149,-1.027
-0.2231,-0.0441,-0.198,-0.7164,-0.1072,-0.8122,0.2311,-0.2634,-0.15,0.04954,-0.9297,-0.1584,-0.4941,0.7338,0.2166,-0.2236,-0.09678,-0.6556,-0.01629,-0.6149,0.9771
-0.2231,-0.146,-0.2143,-0.7164,-0.1072,-0.8122,0.2311,-0.2634,-0.15,0.04954,-0.9297,-0.1581,-0.4469,0.06804,0.2166,-0.2236,-0.1133,-0.7291,-0.03037,-0.6149,2.555
-0.109,-0.146,-0.2143,-0.7164,-0.1072,-0.8122,0.2311,-0.2985,0.1106,-0.032,-0.9297,-0.1581,-0.681,-0.1691,0.2166,-0.2236,-0.1133,-0.7291,-0.03037,-0.5656,1.035
-0.0973,-0.146,-0.1795,-0.5259,-0.1213,-0.8122,0.2311,-0.2985,0.1106,-0.032,-0.9297,-0.1298,-0.5773,0.9334,0.2166,-0.2224,-0.1133,-0.7291,0.01378,-0.8236,2.585
-0.0973,-0.2641,-0.165,-0.5259,-0.1323,-0.8122,0.2311,-0.2985,0.1106,-0.032,-0.9683,-0.1298,-0.3308,-1.432,0.2166,-0.2446,-0.1135,-0.7291,0.01378,-0.8236,0.6741
-0.0973,-0.2641,-0.165,-0.5259,-0.1323,-0.8122,0.2311,-0.2985,0.1106,-0.032,-0.9146,-0.1298,-0.3308,1.721,0.2166,-0.2446,-0.1135,-0.7291,0.01378,-0.8236,-0.2774
-0.0973,-0.2641,-0.165,-0.5259,-0.1323,-0.8122,0.2311,-0.2985,0.1106,-0.07008,-0.9146,-0.1298,-0.3308,1.823,0.06747,-0.2446,-0.1135,-0.7291,0.01378,-0.8236,-1.759
-0.0973,-0.2641,-0.165,-0.5259,-0.1395,-0.8122,0.2311,-0.2985,0.1106,-0.07008,-0.9146,-0.1298,-0.3308,1.316,-0.06894,-0.1198,-0.1135,-0.8248,0.01378,-0.8236,-0.478
-0.0973,-0.2641,-0.3815,-0.5259,-0.1395,-0.8122,0.2311,-0.2985,0.1106,-0.07008,-0.9269,-0.07465,-0.3308,0.2823,-0.06894,-0.06917,-0.1135,-0.8248,-0.04124,-0.8491,0.5126
-0.0973,-0.2641,-0.08211,-0.6158,-0.1395,-1.229,0.2311,-0.106,0.2868,-0.07008,-0.9269,-0.07465,-0.3308,-0.4325,-0.06894,-0.06917,-0.1135,-0.8248,-0.04124,-0.8491,-1.603
-0.09014,-0.1045,-0.08206,-0.6158,-0.1395,-1.226,0.2311,-0.2171,0.4394,-0.07008,-0.9269,-0.08811,-0.3308,0.8805,-0.02364,-0.06917,-0.1135,-0.677,-0.04124,-0.8491,0.4595
-0.09014,-0.1045,-0.08768,-0.6905,-0.1395,-1.226,-3.782,-0.2366,0.4394,-0.07008,-0.9269,-0.08811,-0.3308,-1.359,-0.02364,-0.06917,-0.1657,-0.7326,0.04022,-0.8491,-0.4949
-0.09084,-0.1045,-0.08768,-0.7518,-0.1485,-0.9532,-3.782,-0.2366,0.4394,-0.07008,-0.9269,-0.08811,-0.5184,1.344,-0.02364,-0.1573,-0.1657,-0.7326,-0.07469,-0.816,-3.146
-0.09084,-0.1045,-0.1749,-0.7518,-0.1485,-0.8786,0.8567,-0.2366,0.4394,-0.07008,-0.9269,-0.08811,-0.5184,2.941,-0.02364,-0.1573,-0.1384,-0.7326,-0.07469,-0.816,1.092
-0.09084,-0.1045,-0.1749,-0.7518,-0.08315,-0.9558,0.8567,-0.3067,0.4394,-0.07008,-0.9269,-0.08811,-0.5184,0.7017,-0.02364,-0.1998,-0.1459,-0.7326,-0.07469,-0.816,0.9787
-0.09084,-0.1045,-0.1697,-0.7518,-0.1625,-1.067,0.8567,-0.3067,0.4394,-0.07008,-1.127,-0.08811,-0.5184,0.7882,0.02399,-0.1998,-0.1459,-0.7326,-0.07469,-0.7518,-0.6637
-0.09084,-0.1045,-0.1697,-0.7518,-0.1625,-1.067,0.8567,-0.3067,0.4424,0.002848,-0.895,-0.08811,-0.5184,1.744,0.02399,-0.1998,-0.08846,-0.9862,-0.07469,-1.492,1.483
-0.09084,-0.1045,-0.1697,-0.7518,-0.1927,-1.067,0.8567,-0.3067,0.4424,0.03296,-0.895,-0.08811,-0.5184,-2.129,0.02399,-0.06966,-0.08846,-0.9862,-0.07469,-1.492,-0.1962
-0.1149,-0.2057,-0.1697,-0.7518,-0.1555,-1.067,0.8567,-0.3133,0.4424,0.03296,-0.895,-0.08811,-0.3727,0.85,0.007249,-0.06715,-0.08846,-0.9862,-0.1091,-1.492,1.008
-0.1149,-0.2057,-0.1984,-0.7518,-0.1422,-1.142,0.8567,-0.3133,0.3912,0.03296,-0.895,-0.08811,-0.3183,0.09633,0.007249,-0.06715,-0.0749,-0.6775,-0.1091,-1.492,-0.3612
-0.2244,-0.2057,-0.1984,-0.753,-0.1609,-1.079,0.8567,-0.3133,0.3837,0.03296,-0.895,-0.08811,-0.3183,-2.06,-0.09605,-0.06715,-0.0749,-0.6775,-0.1091,-1.492,1.547
-0.09548,-0.2057,-0.1984,-0.8614,-0.1663,-1.079,0.8567,-0.3133,0.3348,0.03296,-0.952,-0.02093,-0.3183,-1.351,-0.09605,-0.06715,-0.0749,-0.9358,-0.06744,-1.195,-1.482
-0.09548,-0.2057,-0.1984,-0.7422,-0.1375,-1.079,0.8567,-0.3133,0.3348,0.03296,-0.952,-0.01781,-0.3183,-0.7705,-0.06218,-0.03954,-0.0749,-0.9358,-0.02648,-1.093,-2.331
